l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class,l_win_difference,r_win_difference
Teruto Ishihara,Petr Yan,Petr Yan,0,1,1,1.428571,0,0,5.080002,-4,Southpaw vs Switch,-1,3.2,0,0,-5.080002,4,Switch vs Southpaw,Bantamweight,-1.77142858505249,1.77142858505249
Teruto Ishihara,Jose Quinonez,Jose Quinonez,0,1,-1,1.428571,-2.540009,0,0,3,Southpaw vs Southpaw,1,1.8,2.540009,0,0,-3,Southpaw vs Southpaw,Bantamweight,-0.371428489685059,0.371428489685059
Teruto Ishihara,Gray Maynard,Gray Maynard,0,1,-13,1.428571,-5.080002,-20,-2.540009,-3,Southpaw vs Orthodox,13,1.857143,5.080002,20,2.540009,3,Orthodox vs Southpaw,Featherweight,-0.428571343421936,0.428571343421936
Teruto Ishihara,Artem Lobov,Artem Lobov,0,1,-5,1.428571,-5.080002,-10,10.15999,-11,Southpaw vs Southpaw,5,0.8666667,5.080002,10,-10.15999,11,Southpaw vs Southpaw,Featherweight,0.561904788017273,-0.561904788017273
Thales Leites,Anderson Silva,Anderson Silva,0,1,-7,3.111111,-2.540009,0,2.539993,-8,Orthodox vs Southpaw,7,3.090909,2.540009,0,-2.539993,8,Southpaw vs Orthodox,Middleweight,2.02021598815918e-02,-2.02021598815918e-02
Thales Leites,Tom Watson,Thales Leites,1,0,0,3.111111,0,0,12.7,11,Orthodox vs Orthodox,0,1.888889,0,0,-12.7,-11,Orthodox vs Orthodox,Middleweight,1.22222232818604,-1.22222232818604
Thales Leites,Pete Sell,Thales Leites,1,0,1,3.111111,5.080002,15,7.619995,20,Orthodox vs Orthodox,-1,1.428571,-5.080002,-15,-7.619995,-20,Orthodox vs Orthodox,Middleweight,1.68253970146179,-1.68253970146179
Thales Leites,Brad Tavares,Brad Tavares,0,1,7,3.111111,0,0,10.15999,8,Orthodox vs Orthodox,-7,2.222222,0,0,-10.15999,-8,Orthodox vs Orthodox,Middleweight,0.888888835906982,-0.888888835906982
Thales Leites,Nate Marquardt,Thales Leites,1,0,-3,3.111111,2.539993,0,10.15999,-17,Orthodox vs Orthodox,3,1.842105,-2.539993,0,-10.15999,17,Orthodox vs Orthodox,Middleweight,1.26900589466095,-1.26900589466095
Thales Leites,Floyd Sword,Thales Leites,1,0,-5,3.111111,2.539993,0,13.12,22,Orthodox vs Orthodox,5,4,-2.539993,0,-13.12,-22,Orthodox vs Orthodox,Middleweight,-0.888888835906982,0.888888835906982
Thales Leites,Alessio Sakara,Alessio Sakara,0,1,0,3.111111,2.539993,0,15.23999,7,Orthodox vs Orthodox,0,1.727273,-2.539993,0,-15.23999,-7,Orthodox vs Orthodox,Middleweight,1.38383841514587,-1.38383841514587
Thales Leites,Gegard Mousasi,Gegard Mousasi,0,1,4,3.111111,-2.540009,0,5.080002,-11,Orthodox vs Orthodox,-4,7,2.540009,0,-5.080002,11,Orthodox vs Orthodox,Middleweight,-3.88888883590698,3.88888883590698
Thales Leites,Hector Lombard,Thales Leites,1,0,-3,3.111111,10.16,0,17.78,-7,Orthodox vs Southpaw,3,3.4,-10.16,0,-17.78,7,Southpaw vs Orthodox,Middleweight,-0.288888931274414,0.288888931274414
Thales Leites,Trevor Smith,Thales Leites,1,0,-1,3.111111,-5.080002,0,7.619995,12,Orthodox vs Orthodox,1,1.5,5.080002,0,-7.619995,-12,Orthodox vs Orthodox,Middleweight,1.61111116409302,-1.61111116409302
Thales Leites,Drew McFedries,Thales Leites,1,0,-3,3.111111,2.539993,0,15.23999,18,Orthodox vs Southpaw,3,1.714286,-2.539993,0,-15.23999,-18,Southpaw vs Orthodox,Middleweight,1.3968254327774,-1.3968254327774
Themba Gorimbo,Takashi Sato,Themba Gorimbo,1,0,0,2.75,7.619995,0,10.16,-8,Orthodox vs Southpaw,0,2.285714,-7.619995,0,-10.16,8,Southpaw vs Orthodox,Welterweight,0.464285612106323,-0.464285612106323
Thiago Alves,Martin Kampmann,Martin Kampmann,0,1,-1,1.533333,-7.62001,0,-5.080002,11,Orthodox vs Orthodox,1,2.857143,7.62001,0,5.080002,-11,Orthodox vs Orthodox,Welterweight,-1.32380962371826,1.32380962371826
Thiago Alves,Ansar Chalangov,Thiago Alves,1,0,-4,1.533333,0,0,-16.2,19,Orthodox vs Orthodox,4,2.8,0,0,16.2,-19,Orthodox vs Orthodox,Welterweight,-1.26666665077209,1.26666665077209
Thiago Alves,Jordan Mein,Thiago Alves,1,0,6,1.533333,-7.62001,0,-7.619995,-5,Orthodox vs Orthodox,-6,2.583333,7.62001,0,7.619995,5,Orthodox vs Orthodox,Welterweight,-1.04999995231628,1.04999995231628
Thiago Alves,Max Griffin,Thiago Alves,1,0,2,1.533333,-5.080002,0,-15.23999,9,Orthodox vs Orthodox,-2,1.9,5.080002,0,15.23999,-9,Orthodox vs Orthodox,Welterweight,-0.366666674613953,0.366666674613953
Thiago Alves,Curtis Millender,Curtis Millender,0,1,4,1.533333,-12.70001,0,-15.23999,16,Orthodox vs Orthodox,-4,3.4,12.70001,0,15.23999,-16,Orthodox vs Orthodox,Welterweight,-1.86666679382324,1.86666679382324
Thiago Alves,Patrick Cote,Thiago Alves,1,0,-4,1.533333,-5.080002,0,-12.7,4,Orthodox vs Orthodox,4,2.090909,5.080002,0,12.7,-4,Orthodox vs Orthodox,Welterweight,-0.557575702667236,0.557575702667236
Thiago Alves,Jon Fitch,Jon Fitch,0,1,-6,1.533333,-7.62001,0,-10.16,1,Orthodox vs Orthodox,6,4.285714,7.62001,0,10.16,-1,Orthodox vs Orthodox,Welterweight,-2.75238084793091,2.75238084793091
Thiago Alves,Karo Parisyan,Thiago Alves,1,0,-1,1.533333,-2.540009,0,-5.080002,3,Orthodox vs Orthodox,1,2.181818,2.540009,0,5.080002,-3,Orthodox vs Orthodox,Welterweight,-0.648484945297241,0.648484945297241
Thiago Alves,Seth Baczynski,Thiago Alves,1,0,-2,1.533333,-15.24001,0,-12.7,4,Orthodox vs Orthodox,2,1.428571,15.24001,0,12.7,-4,Orthodox vs Orthodox,Welterweight,0.104761838912964,-0.104761838912964
Thiago Alves,Georges St-Pierre,Georges St-Pierre,0,1,-3,1.533333,-5.080002,-15,-15.23999,10,Orthodox vs Orthodox,3,13,5.080002,15,15.23999,-10,Orthodox vs Orthodox,Welterweight,-11.4666666984558,11.4666666984558
Thiago Alves,Jon Fitch,Jon Fitch,0,1,-6,1.533333,-7.62001,0,-10.16,1,Orthodox vs Orthodox,6,4.285714,7.62001,0,10.16,-1,Orthodox vs Orthodox,Welterweight,-2.75238084793091,2.75238084793091
Thiago Alves,Jim Miller,Jim Miller,0,1,0,1.533333,2.539993,15,-2.539993,-15,Orthodox vs Southpaw,0,2.117647,-2.539993,-15,2.539993,15,Southpaw vs Orthodox,Catch Weight,-0.584313869476318,0.584313869476318
Thiago Alves,Kuniyoshi Hironaka,Thiago Alves,1,0,-8,1.533333,-2.540009,2,0,6,Orthodox vs Orthodox,8,2.555556,2.540009,-2,0,-6,Orthodox vs Orthodox,Welterweight,-1.02222228050232,1.02222228050232
Thiago Alves,Derrick Noble,Thiago Alves,1,0,-5,1.533333,0,0,-0.1999969,-4,Orthodox vs Southpaw,5,1.8,0,0,0.1999969,4,Southpaw vs Orthodox,Welterweight,-0.266666650772095,0.266666650772095
Thiago Alves,Rick Story,Rick Story,0,1,1,1.533333,0,0,-2.539993,10,Orthodox vs Southpaw,-1,2.111111,0,0,2.539993,-10,Southpaw vs Orthodox,Welterweight,-0.577777862548828,0.577777862548828
Thiago Alves,John Howard,Thiago Alves,1,0,0,1.533333,5.080002,0,-5.080002,1,Orthodox vs Orthodox,0,1.846154,-5.080002,0,5.080002,-1,Orthodox vs Orthodox,Welterweight,-0.312820553779602,0.312820553779602
Thiago Alves,Spencer Fisher,Spencer Fisher,0,1,-7,1.533333,5.080002,15,5.080002,5,Orthodox vs Southpaw,7,2.666667,-5.080002,-15,-5.080002,-5,Southpaw vs Orthodox,Welterweight,-1.13333344459534,1.13333344459534
Thiago Alves,Aleksei Kunchenko,Aleksei Kunchenko,0,1,0,1.533333,2.539993,0,0,16,Orthodox vs Orthodox,0,10,-2.539993,0,0,-16,Orthodox vs Orthodox,Welterweight,-8.46666669845581,8.46666669845581
Thiago Alves,Matt Hughes,Thiago Alves,1,0,-10,1.533333,0,0,-7.619995,-16,Orthodox vs Switch,10,5,0,0,7.619995,16,Switch vs Orthodox,Welterweight,-3.46666669845581,3.46666669845581
Thiago Alves,Carlos Condit,Carlos Condit,0,1,0,1.533333,-12.70001,0,-12.7,-8,Orthodox vs Orthodox,0,2.285714,12.70001,0,12.7,8,Orthodox vs Orthodox,Welterweight,-0.752381086349487,0.752381086349487
Thiago Alves,Tim Means,Tim Means,0,1,1,1.533333,-12.70001,0,-12.7,-10,Orthodox vs Orthodox,-1,2.2,12.70001,0,12.7,10,Orthodox vs Orthodox,Welterweight,-0.666666746139526,0.666666746139526
Thiago Alves,Chris Lytle,Thiago Alves,1,0,-9,1.533333,-5.080002,0,5.080002,-11,Orthodox vs Orthodox,9,1.722222,5.080002,0,-5.080002,11,Orthodox vs Orthodox,Welterweight,-0.188888907432556,0.188888907432556
Thiago Alves,Laureano Staropoli,Laureano Staropoli,0,1,9,1.533333,-10.16,-15,-2.539993,24,Orthodox vs Orthodox,-9,1.8,10.16,15,2.539993,-24,Orthodox vs Orthodox,Welterweight,-0.266666650772095,0.266666650772095
Thiago Alves,Tony DeSouza,Thiago Alves,1,0,-9,1.533333,-7.62001,0,0,23,Orthodox vs Southpaw,9,2.75,7.62001,0,0,-23,Southpaw vs Orthodox,Welterweight,-1.21666669845581,1.21666669845581
Thiago Alves,Josh Koscheck,Thiago Alves,1,0,-5,1.533333,-2.540009,0,-7.619995,10,Orthodox vs Orthodox,5,1.545455,2.540009,0,7.619995,-10,Orthodox vs Orthodox,Welterweight,-1.21212005615234e-02,1.21212005615234e-02
Thiago Moises,Benoit Saint Denis,Benoit Saint Denis,0,1,1,2.428571,-5.080002,0,-7.619995,11,Orthodox vs Southpaw,-1,12,5.080002,0,7.619995,-11,Southpaw vs Orthodox,Lightweight,-9.57142853736877,9.57142853736877
Thiago Perpetuo,Kenny Robertson,Kenny Robertson,0,1,-4,2.25,0,0,-7.960007,-7,Orthodox vs Orthodox,4,3,0,0,7.960007,7,Orthodox vs Orthodox,Welterweight,-0.75,0.75
Thiago Santos,Glover Teixeira,Glover Teixeira,0,1,-5,2,0,0,0,-9,Orthodox vs Orthodox,5,3.666667,0,0,0,9,Orthodox vs Orthodox,Light Heavyweight,-1.66666674613953,1.66666674613953
Thiago Santos,Eric Spicely,Eric Spicely,0,1,3,2,2.540009,20,7.619995,15,Orthodox vs Orthodox,-3,2,-2.540009,-20,-7.619995,-15,Orthodox vs Orthodox,Middleweight,0,0
Thiago Santos,Johnny Walker,Thiago Santos,1,0,8,2,-10.15999,0,-15.24001,5,Orthodox vs Orthodox,-8,3,10.15999,0,15.24001,-5,Orthodox vs Orthodox,Light Heavyweight,-1,1
Thiago Santos,Anthony Smith,Thiago Santos,1,0,5,2,-5.079987,0,0,-22,Orthodox vs Orthodox,-5,2.055556,5.079987,0,0,22,Orthodox vs Orthodox,Middleweight,-5.55555820465088e-02,5.55555820465088e-02
Thiago Santos,Elias Theodorou,Thiago Santos,1,0,4,2,2.540009,20,2.539993,14,Orthodox vs Orthodox,-4,5.333333,-2.540009,-20,-2.539993,-14,Orthodox vs Orthodox,Middleweight,-3.33333349227905,3.33333349227905
Thiago Tavares,Matt Wiman,Matt Wiman,0,1,-1,3,-7.62001,-10,5.080002,2,Orthodox vs Orthodox,1,1.6,7.62001,10,-5.080002,-2,Orthodox vs Orthodox,Lightweight,1.39999997615814,-1.39999997615814
Thibault Gouti,Chad Laprise,Chad Laprise,0,1,-1,2.4,0,-15,2.540009,0,Orthodox vs Orthodox,1,3.25,0,15,-2.540009,0,Orthodox vs Orthodox,Lightweight,-0.849999904632568,0.849999904632568
Thibault Gouti,Sage Northcutt,Sage Northcutt,0,1,9,2.4,-5.080002,-15,2.540009,4,Orthodox vs Orthodox,-9,5.5,5.080002,15,-2.540009,-4,Orthodox vs Orthodox,Lightweight,-3.09999990463257,3.09999990463257
Thibault Gouti,Andrew Holbrook,Thibault Gouti,1,0,-1,2.4,-2.539993,0,5.080002,2,Orthodox vs Southpaw,1,4,2.539993,0,-5.080002,-2,Southpaw vs Orthodox,Lightweight,-1.59999990463257,1.59999990463257
Thibault Gouti,Nasrat Haqparast,Nasrat Haqparast,0,1,8,2.4,0,0,0,-3,Orthodox vs Southpaw,-8,3,0,0,0,3,Southpaw vs Orthodox,Lightweight,-0.599999904632568,0.599999904632568
Thibault Gouti,Teemu Packalen,Teemu Packalen,0,1,1,2.4,-7.619995,0,-7.619995,6,Orthodox vs Orthodox,-1,2.666667,7.619995,0,7.619995,-6,Orthodox vs Orthodox,Lightweight,-0.266666650772095,0.266666650772095
Thomas Almeida,"Sean O'Malley","Sean O'Malley",0,1,3,4.4,-10.16,10,-5.080002,9,Southpaw vs Switch,-3,17,10.16,-10,5.080002,-9,Switch vs Southpaw,Bantamweight,-12.5999999046326,12.5999999046326
Thomas Almeida,Anthony Birchak,Thomas Almeida,1,0,-5,4.4,-2.540009,10,2.540009,3,Southpaw vs Orthodox,5,2,2.540009,-10,-2.540009,-3,Orthodox vs Southpaw,Bantamweight,2.40000009536743,-2.40000009536743
Thomas Almeida,Rob Font,Rob Font,0,1,-4,4.4,-2.540009,10,-2.539993,0,Southpaw vs Orthodox,4,2.857143,2.540009,-10,2.539993,0,Orthodox vs Southpaw,Bantamweight,1.54285717010498,-1.54285717010498
Thomas Almeida,Jonathan Martinez,Jonathan Martinez,0,1,3,4.4,-2.540009,10,0,5,Southpaw vs Southpaw,-3,4.5,2.540009,-10,0,-5,Southpaw vs Southpaw,Featherweight,-9.99999046325684e-02,9.99999046325684e-02
Thomas Almeida,Brad Pickett,Thomas Almeida,1,0,-13,4.4,2.539993,10,5.080002,-12,Southpaw vs Orthodox,13,1.785714,-2.539993,-10,-5.080002,12,Orthodox vs Southpaw,Bantamweight,2.61428582668304,-2.61428582668304
Thomas Almeida,Tim Gorman,Thomas Almeida,1,0,-8,4.4,5.079987,10,9.800003,14,Southpaw vs Southpaw,8,2.25,-5.079987,-10,-9.800003,-14,Southpaw vs Southpaw,Bantamweight,2.15000009536743,-2.15000009536743
Thomas Almeida,Jimmie Rivera,Jimmie Rivera,0,1,-3,4.4,7.619995,10,5.080002,-1,Southpaw vs Orthodox,3,4.6,-7.619995,-10,-5.080002,1,Orthodox vs Southpaw,Bantamweight,-0.199999809265137,0.199999809265137
Thomas Almeida,Cody Garbrandt,Cody Garbrandt,0,1,0,4.4,-2.540009,10,12.7,9,Southpaw vs Orthodox,0,2.6,2.540009,-10,-12.7,-9,Orthodox vs Southpaw,Bantamweight,1.80000019073486,-1.80000019073486
Thomas Almeida,Yves Jabouin,Thomas Almeida,1,0,-12,4.4,0,10,5.080002,-4,Southpaw vs Orthodox,12,1.818182,0,-10,-5.080002,4,Orthodox vs Southpaw,Bantamweight,2.58181822299957,-2.58181822299957
Thomas Almeida,Albert Morales,Thomas Almeida,1,0,0,4.4,-5.080002,10,-5.080002,16,Southpaw vs Orthodox,0,1.75,5.080002,-10,5.080002,-16,Orthodox vs Southpaw,Bantamweight,2.65000009536743,-2.65000009536743
Thomas Gifford,Roosevelt Roberts,Roosevelt Roberts,0,1,1,1.555556,-2.540009,0,5.080002,10,Orthodox vs Orthodox,-1,3.333333,2.540009,0,-5.080002,-10,Orthodox vs Orthodox,Lightweight,-1.77777767181396,1.77777767181396
Tiki Ghosn,Chris Lytle,Chris Lytle,0,1,-2,1.428571,-2.539993,0,7.279999,-32,Orthodox vs Orthodox,2,1.722222,2.539993,0,-7.279999,32,Orthodox vs Orthodox,Welterweight,-0.29365074634552,0.29365074634552
Tiki Ghosn,Robbie Lawler,Robbie Lawler,0,1,5,1.428571,-2.539993,0,-7.960007,-29,Orthodox vs Southpaw,-5,1.875,2.539993,0,7.960007,29,Southpaw vs Orthodox,Welterweight,-0.446428537368774,0.446428537368774
Tiki Ghosn,Sean Sherk,Sean Sherk,0,1,-3,1.428571,10.16,15,9.820007,-23,Orthodox vs Orthodox,3,9,-10.16,-15,-9.820007,23,Orthodox vs Orthodox,Welterweight,-7.57142853736877,7.57142853736877
Tim Boetsch,Thales Leites,Thales Leites,0,1,1,1.615385,-2.539993,0,-10.15999,-3,Orthodox vs Orthodox,-1,3.111111,2.539993,0,10.15999,3,Orthodox vs Orthodox,Middleweight,-1.49572658538818,1.49572658538818
Tim Boetsch,David Heath,Tim Boetsch,1,0,-4,1.615385,2.540009,-20,5.080002,9,Orthodox vs Orthodox,4,2.571429,-2.540009,20,-5.080002,-9,Orthodox vs Orthodox,Light Heavyweight,-0.95604395866394,0.95604395866394
Tim Boetsch,Hector Lombard,Tim Boetsch,1,0,-3,1.615385,7.62001,0,7.62001,-10,Orthodox vs Southpaw,3,3.4,-7.62001,0,-7.62001,10,Southpaw vs Orthodox,Middleweight,-1.7846155166626,1.7846155166626
Tim Boetsch,Yushin Okami,Tim Boetsch,1,0,1,1.615385,-5.080002,15,-2.539993,-12,Orthodox vs Southpaw,-1,2.833333,5.080002,-15,2.539993,12,Southpaw vs Orthodox,Middleweight,-1.21794867515564,1.21794867515564
Tim Boetsch,Brad Tavares,Tim Boetsch,1,0,7,1.615385,-2.539993,0,0,5,Orthodox vs Orthodox,-7,2.222222,2.539993,0,0,-5,Orthodox vs Orthodox,Middleweight,-0.606837749481201,0.606837749481201
Tim Boetsch,Matt Hamill,Matt Hamill,0,1,-4,1.615385,-2.539993,-20,-5.079987,14,Orthodox vs Orthodox,4,1.5,2.539993,20,5.079987,-14,Orthodox vs Orthodox,Light Heavyweight,0.115384578704834,-0.115384578704834
Tim Boetsch,Nick Ring,Tim Boetsch,1,0,-2,1.615385,0,0,0,16,Orthodox vs Southpaw,2,3.5,0,0,0,-16,Southpaw vs Orthodox,Middleweight,-1.88461542129517,1.88461542129517
Tim Boetsch,Todd Brown,Tim Boetsch,1,0,-4,1.615385,2.540009,-20,4.960007,14,Orthodox vs Orthodox,4,4,-2.540009,20,-4.960007,-14,Orthodox vs Orthodox,Light Heavyweight,-2.38461542129517,2.38461542129517
Tim Boetsch,Rafael Natal,Tim Boetsch,1,0,2,1.615385,0,0,-7.619995,4,Orthodox vs Orthodox,-2,2.333333,0,0,7.619995,-4,Orthodox vs Orthodox,Middleweight,-0.71794867515564,0.71794867515564
Tim Boetsch,Luke Rockhold,Luke Rockhold,0,1,4,1.615385,-7.619995,0,-7.619995,12,Orthodox vs Southpaw,-4,2.666667,7.619995,0,7.619995,-12,Southpaw vs Orthodox,Middleweight,-1.05128216743469,1.05128216743469
Tim Boetsch,Kendall Grove,Tim Boetsch,1,0,2,1.615385,-15.23999,0,-12.7,-6,Orthodox vs Orthodox,-2,1.352941,15.23999,0,12.7,6,Orthodox vs Orthodox,Middleweight,0.262443423271179,-0.262443423271179
Tim Boetsch,Ed Herman,Ed Herman,0,1,-1,1.615385,-2.539993,-20,-7.619995,-9,Orthodox vs Orthodox,1,1.6875,2.539993,20,7.619995,9,Orthodox vs Orthodox,Light Heavyweight,-7.2115421295166e-02,7.2115421295166e-02
Tim Boetsch,Antonio Carlos Junior,Antonio Carlos Junior,0,1,9,1.615385,-5.080002,0,-12.7,18,Orthodox vs Orthodox,-9,2.2,5.080002,0,12.7,-18,Orthodox vs Orthodox,Middleweight,-0.584615468978882,0.584615468978882
Tim Boetsch,Constantinos Philippou,Constantinos Philippou,0,1,-2,1.615385,2.540009,0,2.540009,16,Orthodox vs Orthodox,2,2.6,-2.540009,0,-2.540009,-16,Orthodox vs Orthodox,Middleweight,-0.984615325927734,0.984615325927734
Tim Boetsch,Dan Henderson,Dan Henderson,0,1,-10,1.615385,2.540009,0,0,-13,Orthodox vs Orthodox,10,2.133333,-2.540009,0,0,13,Orthodox vs Orthodox,Middleweight,-0.517948865890503,0.517948865890503
Tim Boetsch,Josh Samman,Tim Boetsch,1,0,7,1.615385,-7.619995,0,-12.7,17,Orthodox vs Orthodox,-7,3.25,7.619995,0,12.7,-17,Orthodox vs Orthodox,Middleweight,-1.63461542129517,1.63461542129517
Tim Boetsch,Jason Brilz,Jason Brilz,0,1,-5,1.615385,2.540009,-20,7.62001,6,Orthodox vs Orthodox,5,3.666667,-2.540009,20,-7.62001,-6,Orthodox vs Orthodox,Light Heavyweight,-2.05128216743469,2.05128216743469
Tim Boetsch,Mark Munoz,Mark Munoz,0,1,-3,1.615385,0,0,7.62001,14,Orthodox vs Orthodox,3,2.333333,0,0,-7.62001,-14,Orthodox vs Orthodox,Middleweight,-0.71794867515564,0.71794867515564
Tim Boetsch,Johny Hendricks,Tim Boetsch,1,0,3,1.615385,7.62001,0,12.70001,8,Orthodox vs Southpaw,-3,2.25,-7.62001,0,-12.70001,-8,Southpaw vs Orthodox,Middleweight,-0.634615421295166,0.634615421295166
Tim Boetsch,Michael Patt,Tim Boetsch,1,0,,1.615385,0,-20,2.960007,18,Orthodox vs Orthodox,,3,0,20,-2.960007,-18,Orthodox vs Orthodox,Light Heavyweight,-1.38461542129517,1.38461542129517
Tim Boetsch,Jacare Souza,Jacare Souza,0,1,-1,1.615385,-2.539993,0,5.080002,-2,Orthodox vs Orthodox,1,2.6,2.539993,0,-5.080002,2,Orthodox vs Orthodox,Middleweight,-0.984615325927734,0.984615325927734
Tim Boetsch,Phil Davis,Phil Davis,0,1,3,1.615385,-5.080002,-20,-12.7,13,Orthodox vs Orthodox,-3,4.25,5.080002,20,12.7,-13,Orthodox vs Orthodox,Light Heavyweight,-2.63461542129517,2.63461542129517
Tim Boetsch,CB Dollaway,Tim Boetsch,1,0,2,1.615385,-5.080002,0,-5.079987,8,Orthodox vs Orthodox,-2,1.888889,5.080002,0,5.079987,-8,Orthodox vs Orthodox,Middleweight,-0.273504257202148,0.273504257202148
Tim Credeur,Cale Yarbrough,Tim Credeur,1,0,10,3,5.080002,0,2.5,5,Orthodox vs Orthodox,-10,2.666667,-5.080002,0,-2.5,-5,Orthodox vs Orthodox,Middleweight,0.333333253860474,-0.333333253860474
Tim Credeur,Nate Loughran,Tim Credeur,1,0,3,3,2.539993,0,2.5,3,Orthodox vs Orthodox,-3,5.5,-2.539993,0,-2.5,-3,Orthodox vs Orthodox,Middleweight,-2.5,2.5
Tim Credeur,Nate Quarry,Nate Quarry,0,1,-5,3,7.619995,0,7.619995,0,Orthodox vs Open Stance,5,3,-7.619995,0,-7.619995,0,Open Stance vs Orthodox,Middleweight,0,0
Tim Credeur,Ed Herman,Ed Herman,0,1,3,3,5.080002,-20,-5.080002,-27,Orthodox vs Orthodox,-3,1.6875,-5.080002,20,5.080002,27,Orthodox vs Orthodox,Middleweight,1.3125,-1.3125
Tim Elliott,Demetrious Johnson,Demetrious Johnson,0,1,-1,1.666667,10.15999,0,0,2,Southpaw vs Orthodox,1,9,-10.15999,0,0,-2,Orthodox vs Southpaw,Flyweight,-7.33333337306976,7.33333337306976
Tim Elliott,Louis Smolka,Tim Elliott,1,0,5,1.666667,-5.080002,-10,-5.080002,6,Southpaw vs Orthodox,-5,1.888889,5.080002,10,5.080002,-6,Orthodox vs Southpaw,Flyweight,-0.222222208976746,0.222222208976746
Tim Elliott,Louis Gaudinot,Tim Elliott,1,0,-3,1.666667,10.15999,0,7.619995,20,Southpaw vs Orthodox,3,2,-10.15999,0,-7.619995,-20,Orthodox vs Southpaw,Flyweight,-0.333333373069763,0.333333373069763
Tim Elliott,Matheus Nicolau,Matheus Nicolau,0,1,6,1.666667,2.539993,0,0,9,Southpaw vs Orthodox,-6,4.75,-2.539993,0,0,-9,Orthodox vs Southpaw,Flyweight,-3.08333337306976,3.08333337306976
Tim Elliott,Brandon Royval,Brandon Royval,0,1,6,1.666667,-5.080002,0,-5.080002,11,Southpaw vs Southpaw,-6,2.5,5.080002,0,5.080002,-11,Southpaw vs Southpaw,Flyweight,-0.833333373069763,0.833333373069763
Tim Elliott,Deiveson Figueiredo,Deiveson Figueiredo,0,1,1,1.666667,5.079987,0,-5.080002,8,Southpaw vs Orthodox,-1,7,-5.079987,0,5.080002,-8,Orthodox vs Southpaw,Flyweight,-5.33333337306976,5.33333337306976
Tim Elliott,Zach Makovsky,Zach Makovsky,0,1,-3,1.666667,7.619995,0,5.080002,4,Southpaw vs Southpaw,3,2.5,-7.619995,0,-5.080002,-4,Southpaw vs Southpaw,Flyweight,-0.833333373069763,0.833333373069763
Tim Elliott,Tagir Ulanbekov,Tim Elliott,1,0,5,1.666667,0,0,-10.16,16,Southpaw vs Southpaw,-5,7,0,0,10.16,-16,Southpaw vs Southpaw,Flyweight,-5.33333337306976,5.33333337306976
Tim Elliott,Ben Nguyen,Ben Nguyen,0,1,2,1.666667,5.079987,0,2.539993,8,Southpaw vs Switch,-2,2,-5.079987,0,-2.539993,-8,Switch vs Southpaw,Flyweight,-0.333333373069763,0.333333373069763
Tim Elliott,Jared Papazian,Tim Elliott,1,0,1,1.666667,-2.540009,-10,-2.539993,-1,Southpaw vs Southpaw,-1,1.538462,2.540009,10,2.539993,1,Southpaw vs Southpaw,Flyweight,0.128205060958862,-0.128205060958862
Tim Elliott,Jordan Espinosa,Tim Elliott,1,0,3,1.666667,2.539993,0,-7.619995,8,Southpaw vs Orthodox,-3,1.666667,-2.539993,0,7.619995,-8,Orthodox vs Southpaw,Flyweight,0,0
Tim Hague,Chris Tuchscherer,Chris Tuchscherer,0,1,-8,1.615385,5.079987,2,0,9,Orthodox vs Orthodox,8,5.25,-5.079987,-2,0,-9,Orthodox vs Orthodox,Heavyweight,-3.63461542129517,3.63461542129517
Tim Hague,Matt Mitrione,Matt Mitrione,0,1,-5,1.615385,2.539993,-5,-15.24001,17,Orthodox vs Switch,5,2.4,-2.539993,5,15.24001,-17,Switch vs Orthodox,Heavyweight,-0.784615516662598,0.784615516662598
Tim Kennedy,Yoel Romero,Yoel Romero,0,1,-2,3,-2.540009,0,2.540009,6,Orthodox vs Southpaw,2,2.6,2.540009,0,-2.540009,-6,Southpaw vs Orthodox,Middleweight,0.400000095367432,-0.400000095367432
Tim Kennedy,Rafael Natal,Tim Kennedy,1,0,4,3,-2.540009,0,-7.619995,-6,Orthodox vs Orthodox,-4,2.333333,2.540009,0,7.619995,6,Orthodox vs Orthodox,Middleweight,0.666666746139526,-0.666666746139526
Tim Lajcik,Jeff Monson,Jeff Monson,0,1,6,1.166667,10.16,-22,-1.960007,-73,Orthodox vs Orthodox,-6,2.307692,-10.16,22,1.960007,73,Orthodox vs Orthodox,Heavyweight,-1.14102566242218,1.14102566242218
Tim McKenzie,Aaron Simpson,Aaron Simpson,0,1,-8,1.555556,0,15,2.540009,6,Orthodox vs Orthodox,8,2.4,0,-15,-2.540009,-6,Orthodox vs Orthodox,Middleweight,-0.844444513320923,0.844444513320923
Tim Means,Mike Perry,Tim Means,1,0,7,2.2,10.16,0,10.16,26,Orthodox vs Orthodox,-7,1.75,-10.16,0,-10.16,-26,Orthodox vs Orthodox,Welterweight,0.450000047683716,-0.450000047683716
Tim Means,Laureano Staropoli,Tim Means,1,0,9,2.2,2.540009,-15,10.16,34,Orthodox vs Orthodox,-9,1.8,-2.540009,15,-10.16,-34,Orthodox vs Orthodox,Welterweight,0.400000095367432,-0.400000095367432
